fips,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
04011,1.109,1.235,1.198,1.044,1.121,1.491,1.401,1.319,1.509,1.81,2.402,2.705,2.885,3.803,2.467,2.992,3.84,4.085,3.963,3.848,2.755,2.438,2.833,3.354,3.233,2.727,3.484,5.21,4.581
04012,1.109,1.235,1.198,1.044,1.121,1.491,1.401,1.319,1.509,1.81,2.402,2.705,2.885,3.803,2.467,2.992,3.84,4.085,3.963,3.848,2.755,2.438,2.833,3.354,3.233,2.727,3.484,5.21,4.581
04013,1.109,1.235,1.198,1.044,1.121,1.491,1.401,1.319,1.509,1.81,2.402,2.705,2.885,3.803,2.467,2.992,3.84,4.085,3.963,3.848,2.755,2.438,2.833,3.354,3.233,2.727,3.484,5.21,4.581
04015,1.109,1.235,1.198,1.044,1.121,1.491,1.401,1.319,1.509,1.81,2.402,2.705,2.885,3.803,2.467,2.992,3.84,4.085,3.963,3.848,2.755,2.438,2.833,3.354,3.233,2.727,3.484,5.21,4.581
04017,1.109,1.235,1.198,1.044,1.121,1.491,1.401,1.319,1.509,1.81,2.402,2.705,2.885,3.803,2.467,2.992,3.84,4.085,3.963,3.848,2.755,2.438,2.833,3.354,3.233,2.727,3.484,5.21,4.581
04019,1.109,1.235,1.198,1.044,1.121,1.491,1.401,1.319,1.509,1.81,2.402,2.705,2.885,3.803,2.467,2.992,3.84,4.085,3.963,3.848,2.755,2.438,2.833,3.354,3.233,2.727,3.484,5.21,4.581
04021,1.109,1.235,1.198,1.044,1.121,1.491,1.401,1.319,1.509,1.81,2.402,2.705,2.885,3.803,2.467,2.992,3.84,4.085,3.963,3.848,2.755,2.438,2.833,3.354,3.233,2.727,3.484,5.21,4.581
04023,1.109,1.235,1.198,1.044,1.121,1.491,1.401,1.319,1.509,1.81,2.402,2.705,2.885,3.803,2.467,2.992,3.84,4.085,3.963,3.848,2.755,2.438,2.833,3.354,3.233,2.727,3.484,5.21,4.581
04025,1.109,1.235,1.198,1.044,1.121,1.491,1.401,1.319,1.509,1.81,2.402,2.705,2.885,3.803,2.467,2.992,3.84,4.085,3.963,3.848,2.755,2.438,2.833,3.354,3.233,2.727,3.484,5.21,4.581
04027,1.109,1.235,1.198,1.044,1.121,1.491,1.401,1.319,1.509,1.81,2.402,2.705,2.885,3.803,2.467,2.992,3.84,4.085,3.963,3.848,2.755,2.438,2.833,3.354,3.233,2.727,3.484,5.21,4.581
05001,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05003,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05005,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05007,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05009,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05011,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05013,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05015,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05017,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05019,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05021,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05023,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05025,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05027,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05029,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05031,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05033,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05035,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05037,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05039,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05041,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05043,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05045,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05047,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05049,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05051,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05053,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05055,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05057,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
05059,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
